German_Lemma,Spanish_Translation
Sensation,sensación
Sensibilität,sensibilidad
sensoren,sensores
Sexualität,sexualidad
sexy,sexy
sheriff,sheriff
sichere,segura
Sicherheit,seguridad
Sicherheitspolitik,política de seguridad
sieben,siete
Sieg,victoria
siegen,vencer/ganar
sieh,mira
siehst,ves
sieht,ve
Silber,plata
sinne,sentidos
situationen,situaciones
Sitz,asiento
sitze,estoy sentado
sitzt,está sentado
sitzung,sesión
Skandal,escándalo
Skepsis,escepticismo
Skizze,bosquejo
Sklaverei,esclavitud
Sofortmaßnahme,medida inmediata
Software,software
Soldat,soldado
Solidarität,solidaridad
sollten,deberían
Sommer,verano
sonnenuntergang,puesta de sol
Sonntag,domingo
sorgen,preocupaciones
sorte,salsa
Souveränität,soberanía
Sozialdemokratie,socialdemocracia
Sozialhilfe,ayuda social
Sozialismus,socialismo
Sozialpolitik,política social
Sozialpädagogik,pedagogía social
Sozialstaat,estado del bienestar
Sozialversicherung,seguridad social
Sozialwissenschaft,ciencias sociales
soße,salsa
Spannung,tensión
speck,tocino
Spektrum,espectro
sperren,bloquear/cerrar
Spezialisierung,especialización
spezielle,especial
Spontaneität,espontaneidad
sprich,habla
sprichst,hablas
spur,rastro/pista
Staat,estado
staatsanwalt,fiscal
Staatsgewalt,poder del estado
starb,murió
stars,estrellas (famosos)
staub,polvo
stecke,meto/estoy metido
steckst,estás metido
steige,subo
steigen,subir
stellten,pusieron/colocaron
sterbe,muero
stiehlt,roba
stimmengewirr,murmullo de voces
stinkt,apesta
stirbt,muere
stoppen,parar
studio,estudio
stufen,escalones/niveles
suchst,buscas
summen,zumbido/canturreo
systeme,sistemas
tanzt,baila
taschen,bolsillos
taten,hechos/acciones
tattoo,tatuaje
tequila,tequila
termine,citas
texas,Texas
thanksgiving,Acción de Gracias
tickets,entradas/billetes
tiefer,más profundo
Todesstrafe,pena de muerte
Tor,portería/portón
Trainer,entrenador
trete,piso
treu,fiel
trifft,encuentra/golpea
trink,bebe
tritt,paso/patada
trotz,a pesar de
Truppen,tropas
tue,hago
Turm,torre
umbringen,matar
umbringt,mata
umgeben,rodeado
umgehen,tratar/lidiar
umkehren,dar la vuelta
umschlag,sobre (carta)
umzubringen,para matar
unbekannten,desconocidos
ungeheuer,monstruo/enorme
unglaublich,increíble
unsterblich,inmortal
unterscheiden,distinguir
vampire,vampiros
venedig,Venecia
verantwortlich,responsable
verbinden,conectar/vendar
verbrachte,pasó (tiempo)
verdammte,maldita
verdammten,malditos
verdammter,maldito
verderben,estropear/echar a perder
vergangen,pasado
vergehen,pasar (tiempo)/delito
vergesse,olvido
vergeuden,desperdiciar
vergib,perdona
verhaften,arrestar
verhandlung,negociación/juicio
verhindern,evitar/impedir
verkehrt,equivocado/al revés
verklagen,demandar
verknallt,enamorado
verletzten,heridos
verletzungen,heridas/lesiones
verließ,dejó/abandonó
verlobt,comprometido
verlobten,prometidos
verlor,perdió
verlorene,perdida
verluste,pérdidas
vermissten,desaparecidos
vermute,supongo
verpiss,lárgate
verraten,traicionar/revelar
versammlung,asamblea/reunión
versaut,arruinado/sucio
verschafft,proporcionado
verschwinde,desaparece/lárgate
versichere,aseguro
versorgen,abastecer
versprich,promete
verstecken,esconder
versteckt,escondido
versteht,entiende
versuche,intento
versuchung,tentación
verteilen,distribuir/repartir
vertragen,soportar/llevarse bien
vertrau,confía
vertraut,familiar/de confianza
vertreter,representante
verurteilen,condenar
verwandten,parientes
verweigert,blanco
verwickelt,involucrado
verwirrend,confuso
verzeiht,perdona
verzichten,renunciar/prescindir
videos,vídeos
viele,muchos
vielen,muchos
vieles,mucho
vierten,cuarto
villa,villa/mansión
visier,visera/mira
vollmond,luna llena
vom,del (von dem)
voneinander,uno del otro
vorbeikommen,pasarse por aquí
vorerst,por ahora
vorgehen,proceder/actuar
vorm,delante del
vorschlagen,proponer
vorsitzender,presidente
vorstand,junta directiva
wahre,verdadera
waren,eran/estaban
warme,cálida
warte,espera
wartest,esperas
weder,ni
weggelaufen,huido/escapado
weggenommen,quitado
Wehe,dolor
Wehen,dolores de parto
wehgetan,doler/hecho daño
Weiber,blanco
weibliche,femenina
weichei,debilucho
weist,blanca
weiteres,blanco
weitergehen,blanco
weiterleben,blanco
weitermachen,continuar
weiße,blanca
weißer,blanco
wellen,olas
weniger,menos
werd,llegaré a ser/haré (coloquial)
wichtigste,más importante
wiederholt,repetido
wild,salvaje
wilde,salvaje
wilden,salvajes
windeln,pañales
wirst,llegarás a ser/vas a (futuro)
witwe,viuda
wohl,bien/probablemente
wohnte,vivía
wollt,queréis/quieren
wollte,quería
woran,en qué/de qué
wovon,de qué
wozu,para qué
wundervoll,maravilloso
wundervolle,maravillosa
wurden,fueron
wurzeln,raíces
zauberer,mago
zeitpunkt,momento
zeitverschwendung,pérdida de tiempo
zentrale,central
zerrissen,roto/desgarrado
zeugen,testigos
ziehe,tiro/arrastro
zittern,temblar
zog,tiró/mudó
zombies,zombis
zu,a/hacia/cerrado/demasiado
zum,al (zu dem)
zumindest,al menos
zusammenarbeiten,colaborar
zusammenhalten,mantenerse unidos
zuvor,antes/previamente
zwang,obligación/coacción
zweitens,blanca
zwischenzeit,entretanto
aas,carroña
Abend,noche
abends,por la noche
aber jetzt,pero ahora
abgehaengt,descolgado/dejado atrás
abgeholt,recogido
abgelaufen,caducado/transcurrido
abgenommen,quitado/adelgazado
abgesagt,cancelado
abgeschlossen,cerrado con llave/terminado
abgesetzt,depuesto/dejado
abgezogen,retirado
abknallen,pegar un tiro
ablaeuft,caduca/desarrolla
ablehnen,escenario
ablenken,distraer
abmachung,trato/acuerdo
abreisen,romper/arrancar
abreißen,romper/arrancar
abschalten,apagar/desconectar
abschaum,escoria
abschied,se llamaba
abschlussball,baile de graduación
absichten,intenciones
absitzen,cumplir (condena)
absolute,absoluta
abstand,distancia
abstellen,apagar/aparcar
abstrakt,abstracto
absturz,caída/accidente aéreo
absurd,absurdo
abwarten,esperar
abziehen,retirar/largarse
abzug,gatillo/descuento
abzuholen,recoger
ach,ah
achte,octavo/cuido
achten,prestar atención/cuidar
action,acción
adolf,Adolf
adoptiert,adoptado
aegypten,Egipto
aergert,molesta
affaeren,aventuras/asuntos
affe,mono
affen,monos
aggressiv,agresivo
ahnen,sospechar/antepasados
ahnte,sospechaba
alt,viejo (alt)
Alter,edad (alter)
Akademie,academia
akademisch,académico
akt,acto
akten,archivos/actas
aktien,acciones
aktivieren,activar
akzeptieren,aceptar
alberne,tonta/ridícula
albtraeume,pesadillas
albtraum,pesadilla
alien,alienígena
alleine,solo
allem,todo
allen,todos
allergisch,alérgico
alptraum,pesadilla
altar,altar
altes,viejo
altmodisch,anticuado
altmodische,anticuada
am,en el (an dem)
amateur,aficionado
amerika,América
amerikanerin,americana
amerikanische,americana
amerikanischen,americanos
amerikanischer,americano
amuesiert,tienes que
andauernd,continuamente
andere,otros
anderem,otro
anderes,otro
andermal,otra vez
anderthalb,uno y medio
anfaengt,empieza
anfassen,tocar
anfing,empezó
angeblich,supuestamente
angebracht,adecuado/colocado
angefahren,atropellado
angefangen,empezado
angegriffen,atacado
angehalten,detenido
angeheuert,contratado
angeklagten,acusados
angekommen,llegado
angel,caña de pescar
angelegenheiten,caliente
angelegt,invertido/creado
angemacht,encendido/ligado
angemessen,adecuado
angenommen,supuesto/aceptado
angerichtet,causado/servido
angerufen,llamado
angeschaut,mirado
angeschlossen,conectado
angesehen,mirado/considerado
angesetzt,fijado/programado
angesicht,rostro/cara
angesichts,en vista de
angespannt,tenso
angestellte,empleado
angestellten,empleados
angewiesen,dependiente/instruido
angezogen,vestido/atraído
angriff,ataque
anhand,basándose en
ankam,llegó
anklagen,acusar
anlegen,invertir/ponerse (ropa)
anmut,tienes que
annahme,suposición
anonymen,anónimos
anrufe,llamadas
anruft,llama
Ansatz,enfoque
anschauen,mirar
anscheinend,mierda
anschließend,cierra/cerrar
anschuldigungen,acusaciones
ansieht,mira
ansprache,discurso
Anspruch,derecho/reclamación
anstaendig,decente
anstaendiger,decente
anstalt,institución/manicomio
anstand,decencia
anstreben,aspirar a
anteile,acciones/partes
antenne,antena
Antrag,solicitud/propuesta
antun,hacer (daño)
antworte,responde (imperativo)
antwortest,respondes
anweisungen,blanca
anwesen,finca/propiedad
anzuenden,encender
anzunehmen,suponer/asumir
anzurufen,llamar
apropos,a propósito
arabisch,árabe
arabischen,poco
arbeite,trabajo
arbeitet,trabaja
arbeitete,trabajaba
arbeiteten,trabajaban
arbeitszimmer,despacho
arche,arca
archie,se llamaba
argentinien,Argentina
arizona,Arizona
armband,pulsera
arme,brazos/pobre
armen,pobres/brazos
armer,pobre
armes,pobre
army,ejército
arrangieren,organizar/arreglar
arrangiert,organizado
arsch,culo
arschloch,gilipollas
aspirin,aspirina
ass,as
assistenten,asistentes
assistentin,asistente
astronaut,astronauta
attraktiv,atractivo
au,ay
aua,au
aufbewahrt,guardado
aufbrechen,partir/forzar
auferstehung,resurrección
auffuehrung,representación
Aufgabe,tarea/misión
aufgaben,tareas
aufgefallen,llamado la atención
aufgefunden,encontrado
aufgegeben,rendido/abandonado
aufgehen,abrirse/salir (sol)
aufgehoben,guardado/anulado
aufgelegt,colgado (teléfono)
aufgepasst,tenido cuidado
aufgeregt,emocionado
aufgestellt,colocado/establecido
aufgetaucht,aparecido
aufgewacht,despertado
aufgrund,debido a
aufnahmen,grabaciones
aufrichtig,sincero
aufsetzen,ponerse (gafas/sombrero)
aufstand,levantamiento/rebelión
aufstellen,colocar/instalar
aufsuchen,buscar/visitar
auftauchen,aparecer
aufzeichnungen,registros/grabaciones
aufzubauen,construir
aufzunehmen,grabar/acoger
aufzustehen,levantarse
ausbrechen,fugarse/estallar
ausfindig,localizar (hacer)
ausführen,ejecutar/llevar a cabo
ausgebildet,formado/entrenado
ausgebrochen,escapado/estallado
ausgedacht,inventado
ausgefallen,cancelado/fallado
ausgegangen,salido/agotado
ausgegeben,gastado
ausgegraben,exhumado/desenterrado
ausgeht,sale/apaga
ausgeloescht,borra/apaga
ausgenutzt,aprovechado/explotado
ausgerechnet,precisamente
ausgeschaltet,apagado/eliminado
ausgesetzt,expuesto/suspendido
ausgesprochen,pronunciado
ausgesucht,elegido
ausgezeichnet,excelente
ausgezeichneter,excelente
ausgezogen,mudado/desnudado
ausgleichen,equilibrar
auslassen,omitir/perderse
ausleihen,tomar prestado
ausliefern,entregar
ausloten,sondear
ausmacht,importa/apaga
ausnutzen,aprovechar/explotar
ausprobieren,probar
aussah,parecía
ausschau,mirada/vistazo
aussehe,veo (apariencia)
ausstehen,soportar
ausweise,blanca
auswerten,evaluar
auswirkungen,consecuencias/efectos
auszeit,tiempo muerto/descanso
auszugehen,salir
auszusehen,parecer
automobil,automóvil
autopsie,autopsia
autounfall,accidente de coche
außerirdischen,extraterrestres
axt,hacha
aß,comió
babe,cariño/nena
babys,bebés
badezimmer,cuarto de baño
baer,oso
bahnen,escenario
ballons,globos
banden,bandas
banditen,bandidos
banken,bancos
barbier,barbero
barfuß,descalzo
barkeeper,camarero (bar)
barmherzigkeit,misericordia
basiert,basado
bass,bajo (instrumento)
bastard,bastardo
batterien,pilas
baue,construyo
bauern,campesinos
baust,construyes
baut,construye
beamen,teletransportar
beantworte,responde (imperativo)
beantwortet,respondido
beauftragen,encargar
beauftragt,encargado
bedauern,lamentar
bedaure,lamento
bedeckt,cubierto
bedenke,ten en cuenta/considera
bedenken,considerar/dudas
bedeutete,significaba
bedeutungslos,insignificante
bedient,servido
bedingungen,condiciones
bedroht,amenazado
beduerfnisse,necesidades
beeilt,dado prisa
beeilung,prisa
beeinflussen,influir
beende,termino
beendet,terminado
befassen,ocuparse de
befehle,órdenes
befehlen,ordenar
befoerderung,ascenso
befohlen,ordenado
befolgen,obedecer/seguir
befragen,interrogar
befreie,libero
befreundet,amigo de
befriedigen,satisfacer
begangen,cometido
begann,empezó
begannen,empezaron
begeben,dirigirse
begegnung,encuentro
begehen,cometer
beginnt,empieza
begonnen,empezado
begraben,enterrar
begreifen,comprender
begrenzt,limitado
behaelt,conserva/guarda
behalt,quédate (imperativo)
behandelst,tratas
behandle,trato
behauptet,afirmado
beherrschen,dominar
beherrschung,control/dominio
behilflich,útil/servicial
beileid,pésame
beim,en el (bei dem)
beinah,casi
beine,piernas
beinen,piernas
beiseite,aparte
beitragen,contribuir
beißt,muerde
bekamen,recibieron
bekloppt,chiflado
bekomme,recibo
bekommst,recibes
bekommt,recibe
belaestigung,acoso
belasten,cargar/incriminar
belastet,cargado/incriminado
belegen,demostrar/probar
belegt,ocupado/demostrado
bellen,ladrar
belogen,mentido
belohnt,recompensado
bemerkte,notó
bene,bien
benimm,compórtate
benimmt,se comporta
benommen,aturdido
benutze,uso
benutzt,usado
beobachtet,observado
berater,asesor
berechnet,escenario
berechtigt,justificado/autorizado
bereden,hablar de
bereitet,prepara
bereut,arrepentido
berichte,informes
berlin,Berlín
Berufung,vocación/apelación
beruhige,calma
beruhigt,calmado
bescheiden,mierda
bescheuert,estúpido
beschissen,de mierda
beschissene,mierda de (adjetivo)
beschissenen,de mierda/jodido
beschleunigt,acelera
beschloss,decidió
beschuldigen,acusar
besessen,poseído
besetzen,ocupar
besiegen,vencer
besiegt,vencido
besitzt,posee
besoffen,borracho
besondere,especial
besonderen,especial
besonderer,especial
besonderes,especial
besorg,consigue
besorge,consigo
besprochen,discutido/hablado
besser,mejor
bessere,mejor
besserer,mejor
besseres,mejor
bestanden,aprobado/existido
beste,mejor
besteht,existe/consiste
bestellt,pedido
besten,mejores
bester,mejor
bestes,mejor
bestraft,calles
bestreiten,romper/arrancar
bestuerzt,consternado
besuche,visito/visitas
besucht,visita
besuchte,visitó
bete,rezo
beteiligt,implicado
beteiligten,implicados/participantes
beten,rezar
betonen,enfatizar
betrachtet,contemplado/considerado
betreten,entrar/pisar
betritt,entra
betrogen,engañado
betteln,mendigar/suplicar
betten,camas
beule,chichón/bollo
beurteilen,juzgar
beute,botín
beutel,bolsa
bevorzuge,prefiero
bevorzugt,prefiere
bewachen,vigilar
bewacht,vigilado
bewaehrungshelfer,agente de la condicional
bewaffnet,armado
bewahrt,guardado/protegido
beweise,blanca
beweist,blanca
bewiesen,demostrado
Bewohner,escenario
bewundern,admirar
bewundert,admirado
bewusstlos,inconsciente
bezahlst,pagas
bezahlt,pagado
bezahlte,pagó
bezahlung,pago
bezaubernd,encantador
beziehungen,relaciones
bezirk,distrito
bezueglich,referente a
bh,sujetador
biber,castor
biegen,doblar
bienen,abejas
biest,bestia
bietet,ofrece
bikini,bikini
bilden,formar
bilder,imágenes/cuadros
bildern,imágenes/cuadros
binden,atar
birgt,alberga/esconde
Birne,pera/bombilla
bischen,poco
bischof,obispo
biss,mordisco
bißchen,poco
blase,vejiga/burbuja
blau,azul
blauen,azules
blauer,azul
bleib,quédate
bleibe,me quedo
blicke,miradas
blickt,mira
blieben,quedaron
bloede,tonta/estúpida
blonde,rubia
blue,azul
blues,blues
blutdruck,presión arterial
blute,sangro
blutgruppe,grupo sanguíneo
blutig,sangriento
boesewicht,villano
Bogen,arco
boote,barcos
bord,bordo
boss,jefe
bot,ofreció
boten,mensajeros/ofrecieron
botschaften,embajadas/mensajes
botschafter,embajador
bowling,bolos
boxen,cajas/boxeo
brach,rompió
brachte,trajo
Brauch,necesidad/costumbre
brauche,necesito
brauchst,necesitas
braucht,necesita
brauchte,necesitaba
brauchten,necesitaban
braun,marrón
braut,novia
brav,bueno/obediente
braves,bueno/obediente
bravo,bravo
breche,rompo
breitet,extiende
brennt,arde
brett,tabla
bringe,traigo
bringt,trae
bruders,del hermano
brueder,hermanos
bruellt,ruge/grita
brunnen,pozo/fuente
brutal,brutal
brutale,brutal
buchstaben,letras
bude,choza/piso (coloquial)
buechern,libros
Bürger,ciudadanos
bulle,poli (coloquial)
bullen,polis (coloquial)
burger,hamburguesa
bursche,chico/muchacho
burschen,muchachos
busch,arbusto
butler,mayordomo
campus,campus
captain,capitán
center,centro
champagner,champán
champion,campeón
chaos,caos
charme,encanto
chemikalien,productos químicos
china,China
chinesen,chinos
chinesisch,chino
chip,chip/ficha
chips,patatas fritas
christus,Cristo
city,ciudad
clever,listo
clown,payaso
clowns,payasos
club,club
college,universidad
colonel,coronel
commander,comandante
coole,guay
cooler,más genial
cops,policías
corporal,cabo
cotton,algodón
coup,golpe
cowboy,vaquero
crew,tripulación
dachten,pensaban
dachtest,pensabas
dad,papá
daheim,caliente
dahinter,detrás
daisy,margarita
danke,gracias
dar,ahí/presente
darf,puede/tiene permiso
darfst,puedes/tienes permiso
darm,intestino
darunter,debajo/entre ellos
dastehen,estar ahí parado
dateien,archivos
dauert,dura (tiempo)
dazwischen,ropa sucia/colada
daß,que (conjunción)
dealer,camello/traficante
definitiv,definitivamente
deine,tu/tus
deinem,tu/a tu
deinen,tu/tus
deiner,de tu/tuya
deines,de tu/tuyo
dem,al/el (dativo)
demselben,mismo
den,el/al (acusativo)
denkst,piensas
deputy,ayudante del sheriff
deren,cuyo/de ellos
derjenige,aquel que
des,del
dessen,cuyo/de eso
desto,cuanto (más...)
detailliert,detallado
deuten,indicar/interpretar
deutsche,alemana
deutschland,Alemania
di,martes (Di)
dicken,gordos
dicker,gordo
diebin,ladrona
diejenige,aquella
diejenigen,aquellos
Dienst,servicio/turno
dienste,servicios
dieselbe,la misma
diesen,este/estos
dieses,este/esto
differenziert,diferenciado
dinge,cosas
dingen,cosas
dings,cosa
dinner,cena
direktorin,directora
diskret,discreto
dna,ADN
dns,ADN
dock,muelle
donner,trueno
donnerwetter,caramba/trueno
doof,tonto
doppelt,doble
doppelte,doble
doppelten,dobles
dorfler,aldeano
dorthin,allí (hacia allí)
dose,lata
dosen,latas
drachen,dragones/cometas
draht,alambre
dramatisch,dramático
dramatische,dramática
draufgehen,palmarla/morir
draus,de eso (daraus)
dreckige,sucia
dreckigen,sucios
drecksack,cabrón/basura
dreckskerl,cerdo/cabrón
drehbuch,guion
drehst,giras
dreht,gira/rueda
drehung,giro
dringt,penetra
dritten,tercero
drittes,tercero
drohen,amenazar
drohung,amenaza
drum,por eso
dschungel,selva
dulde,tolero
dumme,tonta
dummen,tontos
dummer,tonto
dummes,tonto
Dummheit,caliente
dummheiten,caliente
Dunkelheit,caliente
dunkeln,oscuridad
dunkle,oscura
dunklen,oscuros
durchaus,absolutamente/sin duda
durchdrehen,volverse loco
durchgedreht,vuelto loco
durchgehen,repasar/dejar pasar
durchgeknallt,chiflado
durchmachen,pasar por/sufrir
durchsucht,registrado
durchsuchungsbefehl,orden de registro
durchzufuehren,llevar a cabo
durfte,podía/tenía permiso
echte,verdadera
echter,verdadero
echtes,verdadero
effizient,eficiente
ego,ego
eh,de todas formas/eh
ehemaenner,maridos
ehemaliger,antiguo/ex
ehrenhaft,honorable
ehrenwerte,honorable
ehrenwort,palabra de honor
ehrlichkeit,honestidad
eid,juramento
eigene,propia
eigener,propio
eigentliche,real/verdadero
eindringen,penetrar/invadir
eine,una
einen,uno/un
einer,uno/alguien
einfache,sencilla
einfachen,sencillos
einfaellt,ocurre (idea)
eingeben,introducir/entrar
eingefallen,ocurrido (idea)
eingefroren,congelado
eingegangen,entrado/recibido
eingehend,minucioso/a fondo
eingeklemmt,atrapado/apretado
eingeladen,invitado
eingerichtet,amueblado/configurado
eingeschaltet,encendido
eingeschlagen,roto (ventana)/tomado (camino)
eingesetzt,empleado/usado
eingestellt,contratado/ajustado
eingetreten,entrado/sucedido
eingetroffen,llegado
eingezogen,mudado/reclutado
einheiten,caliente
einiger,algún
einiges,algo/bastante
einjagen,meter (miedo)
einladungen,invitaciones
einmischen,entrometerse
einnahmen,ingresos
einnehmen,tomar/ocupar
einsamen,solitarios
einsamkeit,soledad
einschlafen,dormirse
einschuechtern,intimidar
einspruch,protesta/objeción
einst,antaño/una vez
eintreffen,llegar
eintrittskarte,entrada
einwandfrei,impecable
einzelheiten,caliente
einzelne,individuales
einzigartig,único
einzigen,únicos
einziger,único
einzudringen,penetrar/invadir
Eis,hielo/helado
ekelhaft,asqueroso
elektronische,electrónica
elemente,elementos
elend,miseria
elf,once
ellbogen,codo
emotional,emocional
emotionen,emociones
empfange,recibo
empfinde,siento
empfindest,sientes
empfindlich,sensible
endlich,finalmente (endlich)
engagieren,contratar
engagiert,contratado/comprometido
england,Inglaterra
englisch,inglés
englischen,inglés
enkelin,nieta
entdeckt,descubierto
entdeckte,descubrió
entferne,quito/alejo
entfernt,lejano/alejado
entfernten,lejanos
entfuehrer,secuestrador
entgegen,en contra/hacia
entkam,escapó
entkommt,escapa
entscheide,mierda
entscheidend,decisivo
entscheidest,mierda
entscheidet,mierda
Entscheidung,mierda
entscheidungen,mierda
entschied,decidió
entschieden,se llamaba
entschuldige,disculpa
entspann,relájate
entspanne,relajo
entspannen,relajarse
entspannt,relajado
entspricht,corresponde
entsteht,surge/se origina
enttaeuscht,decepcionado
entweder,o (bien)
entwickelt,desarrollado
episode,episodio
erben,heredar
erdbeben,terremoto
erden,tierra
ereignisse,eventos
erfahren,experimentar/enterarse
erfahrungen,experiencias
erfasst,captado/comprendido
erfinder,inventor
erfindungen,inventos
erfordert,requiere
ergab,dio como resultado
ergebe,rindo
ergeben,rendirse/dar como resultado
ergebnisse,resultados
ergehen,pasar/suceder
ergreifen,romper/arrancar
ergriffen,conmigo/agarrado
erhaengt,ahorcado
erheben,levantar
erhielt,se llamaba
erholt,recuperado
erinnere,recuerdo
erinnerst,recuerdas
erinnert,recuerda
erinnerte,recordó
erinnerungen,recuerdos
erkannt,reconocido
erkannte,reconoció
erkenne,reconozco
erkennt,reconoce
Erkenntnis,conocimiento/hallazgo
erlaubte,permitió
erlebt,vivido/experimentado
erleiden,sufrir
erläutern,explicar
Erläuterung,explicación
ermitteln,investigar
ermittelt,investiga
ermittlungen,investigaciones
ermorden,asesinar
ermordet,asesinado
ermordung,asesinato
ernaehrt,alimenta
erneut,de nuevo
ernste,seria
ernstes,serio
erpressen,chantajear
erpresst,chantajeado
erregt,excitado/alterado
erreichbar,disponible/alcanzable
erreicht,alcanzado
erscheinen,cagón
erschienen,dispara
erschiessen,dispara
erschießt,dispara
erschlagen,matar a golpes
erschoss,mató a tiros
erschossen,muerto a tiros
erspart,ahorrado
erste,primera
ersten,primero
erstens,primero
erstmal,por ahora/primero
erstmals,por primera vez
erteilen,conceder/dar
erteilt,concedido
ertrage,soporto
ertragen,soportar
ertrunken,ahogado
erwartest,esperas
erwartet,esperado
erwecken,despertar
erweisen,blanco
erwischt,pillado
erwischte,pilló
erzeugen,generar/producir
erzeugt,generado/producido
erzogen,educado
eskorte,escolta
esse,como
esst,comed
Etage,planta/piso
eule,búho
eurem,vuestro
euren,vuestro
eurer,vuestro
eures,vuestro
europa,Europa
evakuieren,evacuar
evakuiert,evacuado
ewigen,eternos
ewigkeit,eternidad
exakt,exacto
existiert,existe
exklusiv,exclusivo
expedition,expedición
experten,expertos
exzellenz,excelencia
ey,oye
f,f
fabelhaft,fabuloso
Fachrichtung,especialidad
faehigkeiten,habilidades
faengt,atrapa/empieza
fahne,bandera
fahr,conduce/ve
fahre,conduzco
fahren,conducir/ir
fahrkarten,billetes
faiien,caer (fallen)
fakultaet,facultad
fall,caso/caída
fallschirm,paracaídas
familien,familias
fanden,encontraron
fandest,encontrabas
fang,atrapa
fans,fans
farben,colores
farbigen,de color
farm,granja
fasst,agarra
faszinierend,fascinante
fauler,vago
faust,puño
Feder,pluma/muelle
federn,plumas
fehlst,faltas/te echo de menos
fehlte,faltaba
feierlich,solemne
feiert,celebra
feige,cobarde
feigling,cobarde
felder,campos
fell,piel/pelaje
felsen,roca
fern,lejos
ferne,lejanía
fernglas,prismáticos
fersen,talones
fertigmachen,terminar/acabar con
fesseln,ataduras/encadenar
feste,fiestas/firme
fester,más fuerte/fijo
festgestellt,comprobado/constatado
festung,fortaleza
festzuhalten,sujetar/detener
fette,gorda/grasa
feuchte,húmeda
feuchten,húmedos
feuern,disparar/despedir
fick,follar
ficken,follar
fickst,follas
fickt,follad
fiel,cayó
fielen,cayeron
figuren,figuras/personajes
filme,películas
filmen,películas/filmar
films,de la película
filmstar,estrella de cine
finde,encuentro
fing,atrapó/empezó
fingern,dedos
finsternis,tinieblas
fischen,pescar
fischer,pescador
flagge,bandera
flaschen,botellas
flecken,manchas
fliege,vuelo/mosca
fliegst,vuelas
fliegt,vuela
fließt,fluye
flinte,escopeta
flirten,ligar
flossen,balsa
flotte,flota
floß,balsa
fluch,maldición
fluesse,ríos
fluestern,susurrar
fluestert,susurra
flugzeuge,aviones
folgende,siguiente
folgenden,siguientes
folgern,deducir
folgt,sigue
folgte,siguió
foltern,torturar
football,fútbol americano
fordert,exige
forderungen,exigencias
formen,formas
forscher,investigador
fotze,coño (vulgar)
fragt,pregunta
fragte,preguntó
fragten,preguntaron
franzose,francés
franzosen,franceses
frauen,mujeres
freak,bicho raro
freie,libre
Freiheit,caliente
freilassen,romper/arrancar
freiwillige,voluntarios
freiwilligen,romper/arrancar
fremde,extraños/extranjeros
fremden,extranjeros/extraños
fremder,extranjero/extraño
freue,alegro
freunde,amigos
freunden,amigos
freundinnen,amigas/novias
freundliche,amable
freundlichen,amables
freust,alegras
freut,alegra
friedlich,pacífico
frische,fresca
frischen,frescos
frisches,fresco
frisst,come (animal)
froehliches,alegre
frohe,feliz
fruechte,frutas
fruehe,temprana
ft,pies (medida)
fuchs,zorro
fuehle,siento
fuellen,llenar
fuenften,quinto
fuhr,condujo
fuhren,condujeron
funkkontakt,contacto por radio
furchtbare,terrible
gaben,dieron/dones
Gang,pasillo/marcha/banda
gans,ganso
ganze,toda
ganzes,todo/entero
garantiere,garantizo
gate,puerta (aeropuerto)
gattin,esposa
gauner,estafador
geachtet,respetado
geantwortet,respondido
gearbeitet,trabajado
geb,doy
gebaeuden,edificios
gebaut,construido
gebe,doy
gebeten,pedido
gebetet,rezado
Gebiet,área/territorio
gebissen,mordido
geblasen,soplando
geboren,nacido
geborene,nacida
geboten,ofrecido
gebracht,traído
gebraucht,usado/necesitado
gebrochen,roto
gebunden,atado
gedanken,pensamientos
gedauert,durado
gedichte,poemas
gedreht,girado/rodado
gedroht,amenazado
gedruckt,impreso
geehrt,honrado
geeignet,adecuado
gefaellst,gustas
gefahren,conducido/peligros
gefalle,gusto
gefangene,prisionera
gefangener,prisionero
gefecht,combate
gefehlt,faltado
gefeiert,celebrado
gefesselt,atado
gefeuert,despedido
gefickt,jodido (vulgar)
geflogen,volado
gefolgt,seguido
gefragt,preguntado
gefressen,comido (animal)
gefreut,alegrado
gefuettert,alimentado
gefunden,encontrado
gegangen,ido
gegenmittel,antídoto
gegenstaende,objetos
geglaubt,creído
geh,vete
gehabt,tenido
gehandelt,actuado/comerciado
gehasst,odiado
gehe,voy
geheilt,curado
geheimdienst,caliente
geheime,caliente
Geheimnis,caliente
geheimnisse,caliente
gehirne,cerebros
gehirnerschuetterung,conmoción cerebral
gehoerst,perteneces
gehofft,esperado
geholfen,ayudado
gehorchen,obedecer
geht,va
gehts,va (cómo va)
geier,buitre
geile,cachonda/genial
Geist,espíritu/fantasma
geiste,espíritu
geister,fantasmas
gejagt,cazado
gekauft,comprado
geklappt,funcionado
geklaut,robado (coloquial)
gekostet,costado
gelacht,reído
geladen,cargado
gelandet,aterrizado
gelangen,llegar/acceder
gelangt,llegado
gelaufen,corrido/funcionado
gelbe,amarilla
gelben,amarillos
gelegentlich,ocasionalmente
gelegt,puesto
geleitet,dirigido
gelernt,aprendido
geliebte,amante/amada
geliebten,amado/amante
geliefert,entregado
gelitten,sufrido
geloescht,borra/apaga
gelogen,mentido
gelungen,logrado
gemalt,pintado
gemeinde,comunidad/municipio
gemeine,mala/mezquina
gemeinsamen,comunes
gemeldet,informado/reportado
gemocht,gustado
